gene_id	transcript_id
C2CD2L	"uc001pvn.2,uc001pvo.2"
C2CD2	"uc002yzs.2,uc002yzt.2,uc002yzu.2,uc002yzv.2,uc002yzw.2,uc002yzx.1"
C2CD3	"uc001out.2,uc001ouu.2,uc001ouv.2"
C2CD4A	uc002ahf.3
C2CD4B	uc002ahg.2
C2CD4C	uc002loo.2
C2CD4D	uc010pdq.1
C2orf14	"uc002trt.2,uc002tru.1,uc010fmq.2"
C2orf15	uc002szk.2
C2orf16	uc002rkz.3
C2orf18	"uc002rhp.1,uc002rhq.1,uc010eyo.1,uc010ylc.1"
C2orf24	"uc002vju.3,uc002vjv.2"
C2orf27A	uc002ttf.1
C2orf27B	uc002ttg.1
C2orf28	"uc002rjf.2,uc002rjg.2,uc002rjh.2"
C2orf29	uc002taw.3
C2orf34	"uc002rul.2,uc002rum.2"
C2orf39	"uc002rhg.2,uc010eym.1"
C2orf3	"uc002snn.2,uc002sno.2,uc002snp.3,uc010ffs.2,uc010fft.2"
C2orf40	uc010fjf.2
C2orf42	uc002sgh.2
C2orf43	"uc002rea.1,uc002reb.1,uc002rec.2,uc010yka.1,uc010ykb.1,uc010ykc.1,uc010ykd.1,uc010yke.1,uc010ykf.1"
C2orf44	"uc002rep.2,uc010eya.2"
C2orf47	uc002uvm.2
C2orf48	uc002rai.1
C2orf49	"uc002tcs.1,uc010fjd.1"
C2orf50	"uc010yji.1,uc010yjj.1"
C2orf51	uc002stb.1
C2orf52	uc002vrx.1
C2orf53	uc002rjb.2
C2orf54	"uc002wac.2,uc002wad.2,uc002wae.3"
C2orf55	uc002szf.1
C2orf56	"uc002rqa.3,uc002rqc.3,uc010fah.2,uc010ynj.1,uc010ynk.1,uc010ynl.1"
C2orf57	uc002vrz.2
C2orf58	uc010faj.1
C2orf60	"uc002uvi.3,uc002uvj.3,uc002uvk.3,uc002uvl.2,uc010fss.2"
C2orf61	"uc002rvs.2,uc010fbd.2,uc010yog.1"
C2orf62	"uc002vhr.2,uc002vhs.2"
C2orf63	"uc002ryh.2,uc002ryi.2,uc002ryj.2"
C2orf64	"uc002syz.2,uc002sza.2"
C2orf65	"uc002smx.2,uc002smy.2,uc002smz.2,uc010ffp.2,uc010ysa.1"
C2orf66	uc002utv.2
C2orf67	"uc002vds.2,uc002vdt.2,uc002vdv.2,uc002vdw.2,uc002vdx.1,uc002vdy.1"
C2orf68	"uc002sqc.2,uc002sqd.2"
C2orf69	uc010zhb.1
C2orf70	uc010eyn.2
C2orf71	uc002rmt.1
C2orf72	"uc002vrl.3,uc010zme.1"
C2orf73	"uc002rxs.1,uc002rxt.1,uc010yor.1,uc010yos.1"
C2orf74	"uc002sba.2,uc010ypl.1,uc010ypm.1"
C2orf76	"uc002tls.2,uc002tlt.2,uc002tlu.2,uc010flf.1,uc010yyg.1"
C2orf77	"uc002ufe.2,uc002uff.2"
C2orf78	uc002sjr.1
C2orf79	uc002rfm.2
C2orf7	uc002siy.2
C2orf80	uc002vcr.2
C2orf81	uc010yrq.1
C2orf82	uc002vtr.1
C2orf83	"uc002vph.2,uc010zlu.1"
C2orf84	"uc002rfc.2,uc010eyc.2"
C2orf85	uc010fzu.1
C2orf86	"uc002sce.2,uc002scf.2,uc002scg.2,uc002sch.2,uc002sci.1,uc010fcr.1,uc010ypu.1"
C2orf88	"uc002urq.2,uc002urr.2,uc002urs.2,uc002urt.2"
C2orf89	"uc002sou.3,uc002sov.2,uc010fgc.1,uc010ysl.1"
C2	"uc003nyc.2,uc003nye.3,uc003nyf.2,uc003nyg.2,uc003nyh.1,uc010jtk.2,uc011doo.1,uc011dop.1,uc011doq.1"
C3AR1	uc001qtv.1
C3P1	uc010dwx.1
C3orf10	uc003bvb.2
C3orf14	"uc003dlf.2,uc003dlg.2,uc010hnq.2"
C3orf15	"uc003edc.2,uc003ede.3,uc003edg.3,uc003edh.3,uc010hqx.1,uc010hqy.1,uc010hqz.2,uc010hra.1,uc011bjd.1,uc011bje.1"
C3orf16	"uc003exl.2,uc003exm.2,uc011bnt.1"
C3orf17	"uc003dzq.2,uc003dzr.2,uc003dzs.2,uc003dzt.2,uc003dzu.2,uc010hqg.2,uc010hqh.2,uc011bhz.1,uc011bia.1,uc011bib.1,uc011bic.1,uc011bid.1"
C3orf18	"uc003dar.2,uc003das.2,uc003dat.2,uc010hlo.2,uc010hlp.2,uc011bdr.1"
C3orf19	"uc003byw.2,uc010hei.1,uc010hej.2"
C3orf1	"uc003ecn.2,uc003eco.2,uc003ecp.2"
C3orf20	"uc003byx.1,uc003byy.2,uc003byz.2,uc003bza.2,uc003bzb.1,uc011avj.1"
C3orf21	"uc003fuk.2,uc003ful.2,uc003fum.3,uc011bsw.1"
C3orf22	uc003ejb.2
C3orf23	"uc003cnb.3,uc003cnc.3,uc003cnd.3,uc003cne.3,uc010him.2"
C3orf24	"uc003buz.2,uc003bva.1"
C3orf26	"uc003dtk.1,uc003dtl.2"
C3orf27	uc003ekq.2
C3orf30	"uc003ecb.1,uc011biw.1"
C3orf31	"uc003bwh.2,uc003bwi.2,uc003bwj.2,uc010hdy.1,uc011auo.1,uc011aup.1"
C3orf32	"uc003bqs.1,uc003bqt.2,uc003bqu.2,uc003bqv.2,uc003bqw.2,uc003bqx.2,uc003bqy.2,uc003bqz.2,uc011atg.1"
C3orf33	"uc003fal.1,uc003fam.1"
C3orf34	uc011btw.1
C3orf35	"uc003cgy.1,uc003cgz.1,uc003cha.3,uc003chb.2"
C3orf36	uc003epz.1
C3orf37	"uc003elt.2,uc003elu.2,uc003elv.2,uc003elw.2"
C3orf38	uc003dqw.2
C3orf39	"uc003cmq.1,uc003cmr.1"
C3orf42	uc010hcz.2
C3orf43	"uc003fwr.2,uc003fws.2"
C3orf45	uc003cyz.2
C3orf47	uc011bkv.1
C3orf48	"uc003cbp.3,uc010hez.2"
C3orf49	uc003dls.3
C3orf50	"uc003ffg.2,uc003ffh.3,uc011bph.1"
C3orf51	uc003dhs.2
C3orf52	"uc003dyq.3,uc003dyr.1,uc011bhs.1,uc011bht.1"
C3orf54	uc003cxq.1
C3orf55	"uc003fbo.2,uc003fbp.3,uc010hvv.2,uc011bos.1,uc011bot.1"
C3orf57	uc003fee.2
C3orf58	"uc003evo.2,uc011bnl.1"
C3orf59	uc011bsp.1
C3orf62	"uc003cwm.2,uc003cwn.2"
C3orf63	"uc003dib.3,uc003dic.3,uc003did.3,uc003die.3"
C3orf64	"uc003dnj.2,uc003dnk.2,uc003dnl.2,uc003dnm.1,uc011bfw.1"
C3orf65	"uc003fpr.2,uc003fps.3"
C3orf66	uc003dxn.2
C3orf67	"uc003dkr.1,uc003dks.1,uc003dkt.1,uc003dkv.1,uc003dkw.2,uc011bfg.1"
C3orf70	uc003fpd.2
C3orf71	uc010hkk.1
C3orf72	"uc003esx.1,uc011bmr.1"
C3orf74	uc010hmb.1
C3orf75	"uc003crj.2,uc003crk.2,uc003crl.1,uc011bba.1"
C3orf77	uc003cna.3
C3orf79	uc003ezt.2
C3	"uc002mfl.2,uc002mfm.2"
C4A	"uc003nyz.3,uc003nzd.3,uc011doy.1,uc011doz.1,uc011dpa.1,uc011dpd.1,uc011dpe.1,uc011dpf.1"
C4BPA	"uc001hfn.1,uc001hfo.2"
C4BPB	"uc001hfi.2,uc001hfj.2,uc001hfk.2,uc001hfl.2,uc001hfm.2,uc009xcd.2,uc010pse.1"
C4orf10	"uc003ggd.1,uc003gge.1,uc003ggg.1,uc003ggh.2,uc003ggi.1"
C4orf11	"uc010ijs.1,uc011cck.1"
C4orf12	"uc003hpg.2,uc003hph.2"
C4orf14	uc003hck.2
C4orf17	"uc003huw.2,uc003hux.2"
C4orf19	"uc003gsw.3,uc003gsy.3"
C4orf21	"uc003iat.2,uc003iau.2,uc003iav.2,uc003iaw.2"
C4orf22	"uc003hmf.2,uc010ijp.2"
C4orf23	"uc003glf.1,uc003glg.1,uc003glh.1,uc003gli.1"
C4orf26	"uc003hip.1,uc011cbn.1,uc011cbo.1"
C4orf27	uc003isl.3
C4orf29	"uc003ifq.1,uc003ifr.2,uc003ifs.2,uc003ift.2,uc003ifu.2,uc003ifv.2,uc010inz.2"
C4orf31	uc003idq.1
C4orf32	"uc003iah.2,uc003iai.2"
C4orf33	"uc003igu.3,uc010ioc.1,uc010iod.2"
C4orf34	"uc003guo.2,uc010ifm.2"
C4orf35	uc003hff.2
C4orf36	uc003hqe.3
C4orf37	uc003htt.1
C4orf38	uc003ivj.1
C4orf39	uc003iqx.1
C4orf3	uc003icv.3
C4orf40	"uc003hfa.3,uc003hfb.3"
C4orf41	"uc003ivw.2,uc003ivx.2,uc003ivy.2,uc010isc.2"
C4orf42	"uc003gcy.1,uc003gcz.1"
C4orf43	uc003iqq.3
C4orf44	"uc003ggs.2,uc003ggt.2"
C4orf45	"uc003iqf.1,uc010iqt.1"
C4orf46	"uc003iqa.2,uc010iqp.1"
C4orf47	"uc003ixs.2,uc003ixt.2"
C4orf48	"uc003geo.3,uc003gep.3"
C4orf49	uc003ihr.1
C4orf50	uc003git.1
C4orf51	uc003ikk.2
C4orf52	uc003grw.3
C4orf6	uc003gii.2
C4orf7	uc003hfd.2
C5AR1	uc002pgj.1
C5orf13	"uc003kpk.2,uc003kpl.2,uc003kpm.2,uc011cvk.1,uc011cvl.1,uc011cvm.1,uc011cvn.1,uc011cvo.1,uc011cvp.1,uc011cvq.1,uc011cvr.1,uc011cvs.1"
C5orf15	uc003kyo.2
C5orf20	uc003lav.2
C5orf22	"uc003jhj.3,uc003jhk.3,uc010iuj.2,uc011cnw.1"
C5orf23	uc003jhw.1
C5orf24	"uc003kzx.2,uc003kzy.3,uc003kzz.2"
C5orf25	"uc003mdr.3,uc003mds.3,uc003mdt.3,uc003mdv.2,uc011dfk.1"
C5orf27	"uc003klp.2,uc003klq.2"
C5orf28	"uc003jnv.3,uc003jnx.2,uc003jny.2"
C5orf30	"uc003kog.1,uc003koh.1"
C5orf32	"uc003lfd.2,uc010jfi.2"
C5orf33	"uc003jke.3,uc003jkf.3,uc003jkg.3,uc010iux.2,uc011cov.1"
C5orf34	"uc003jnz.1,uc011cpx.1"
C5orf35	"uc003jqx.2,uc003jqy.2"
C5orf36	"uc003kkn.2,uc003kkp.2,uc011cuk.1"
C5orf38	"uc003jdc.2,uc011cmg.1,uc011cmh.1,uc011cmi.1,uc011cmj.1"
C5orf39	"uc003jnf.2,uc010ivj.1"
C5orf40	uc003lwu.2
C5orf41	"uc003mcf.2,uc003mcg.2,uc003mch.2,uc011dfd.1"
C5orf42	"uc003jko.1,uc003jkp.1,uc003jkr.1,uc003jks.2,uc011coy.1,uc011coz.1,uc011cpa.1,uc011cpb.1"
C5orf43	"uc010iwl.1,uc010iwm.1"
C5orf44	"uc003jtz.3,uc003jua.3,uc003juc.3,uc010iwu.1,uc010iwv.2"
C5orf45	"uc003mky.2,uc003mla.2,uc003mlb.2,uc003mlc.2,uc011dgt.1,uc011dgu.1"
C5orf46	"uc003lou.2,uc003lov.3,uc010jgp.2"
C5orf47	"uc003mcv.2,uc003mcw.3"
C5orf48	uc003kub.1
C5orf49	uc003jea.3
C5orf4	"uc003lvq.2,uc003lvr.2,uc003lvs.3,uc011dde.1"
C5orf51	uc003jmo.2
C5orf52	uc011ddt.1
C5orf53	uc003lfb.1
C5orf54	"uc003lye.1,uc003lyf.1"
C5orf55	uc010ita.2
C5orf56	"uc003kwy.1,uc003kwz.1,uc010jds.1"
C5orf58	"uc003mal.2,uc010jjn.2"
C5orf60	"uc003mki.2,uc011dgo.1"
C5orf62	uc003lsw.2
C5	"uc004bkv.2,uc010mvm.1,uc010mvn.1"
C6orf103	"uc003qlp.2,uc003qlq.2,uc003qlr.2,uc010khx.2"
C6orf105	"uc003naa.2,uc003nab.2,uc011dip.1"
C6orf106	"uc003ojr.2,uc003ojs.2"
C6orf108	"uc003ouo.2,uc003oup.2"
C6orf10	"uc011dpx.1,uc011dpy.1,uc011dpz.1"
C6orf114	"uc003nau.2,uc003nav.2"
C6orf115	"uc003qil.2,uc003qim.2"
C6orf118	"uc003qum.3,uc011egi.1"
C6orf120	"uc003qxb.2,uc011egx.1"
C6orf122	uc003qxj.1
C6orf123	uc003sic.2
C6orf124	uc003qwa.2
C6orf125	"uc003oez.1,uc003ofa.1,uc010jve.1"
C6orf126	"uc003olc.1,uc010jvz.1"
C6orf127	uc003old.3
C6orf129	uc003ont.2
C6orf130	"uc003opm.2,uc003opn.2,uc010jxg.2,uc010jxh.1"
C6orf132	uc003orw.1
C6orf134	"uc003nqr.3,uc003nqs.3,uc003nqt.2,uc003nqu.2,uc003nqv.2,uc003rdc.2,uc003rdd.2,uc011dmm.1"
C6orf136	"uc003nqw.3,uc003nqx.3,uc011dmn.1"
C6orf138	"uc003ozf.2,uc011dwm.1,uc011dwn.1"
C6orf141	"uc003ozj.2,uc011dwo.1"
C6orf142	"uc003pcf.2,uc003pcg.3,uc003pch.3,uc011dwz.1,uc011dxa.1"
C6orf145	uc003mvt.2
C6orf146	"uc003mvx.2,uc003mvy.2,uc010jnq.1"
C6orf147	uc011dym.1
C6orf150	uc003pgx.1
C6orf153	uc003otp.1
C6orf154	"uc003ovj.1,uc003ovk.1"
C6orf155	uc003pfz.1
C6orf15	uc003nsk.1
C6orf162	"uc003plp.1,uc003plq.1"
C6orf163	uc003pls.2
C6orf164	"uc003plr.2,uc011dzh.1"
C6orf165	"uc003plu.1,uc003plv.2,uc003plw.2,uc010kbv.1"
C6orf167	"uc003ppb.2,uc003ppc.2,uc010kcn.1,uc010kco.1,uc011eaf.1"
C6orf168	"uc003ppi.3,uc003ppj.3"
C6orf170	"uc003pyo.1,uc003pyp.1,uc003pyq.1,uc010kej.1"
C6orf174	"uc003qba.2,uc003qbb.2,uc003qbc.2,uc003qbd.2"
C6orf176	"uc003quq.3,uc003qur.2,uc011egl.1"
C6orf182	"uc003psv.3,uc003psw.3,uc003psx.3,uc003psy.3,uc010kdk.2,uc010kdl.2"
C6orf186	"uc003pub.2,uc010kdu.1"
C6orf191	uc003qbs.2
C6orf192	"uc003qdw.1,uc010kgd.1,uc011eco.1"
C6orf195	uc003mtw.2
C6orf1	"uc003ojf.2,uc003ojg.2,uc003ojh.2,uc003oji.2"
C6orf201	"uc003mvz.3,uc003mwa.3,uc003mwb.3,uc011dhw.1"
C6orf203	"uc003prq.2,uc010kde.2,uc011eaj.1"
C6orf204	"uc003pxz.1,uc003pya.1,uc003pyb.2,uc003pyc.2,uc011ebj.1,uc011ebl.1"
C6orf208	uc010kkz.2
C6orf211	"uc003qok.1,uc011ees.1"
C6orf217	"uc003qgm.2,uc003qgn.2,uc003qgo.2,uc010kgl.2,uc010kgm.2,uc010kgo.2"
C6orf218	uc003myz.2
C6orf221	uc003pgt.3
C6orf222	uc003oly.2
C6orf223	"uc003own.2,uc003owo.2"
C6orf225	uc003pvs.2
C6orf226	uc003osw.2
C6orf227	uc003oew.1
C6orf25	"uc003nwk.2,uc003nwn.2,uc003nwo.2,uc011doc.1,uc011dod.1,uc011doe.1"
C6orf26	uc003nxa.3
C6orf27	"uc003nxd.2,uc011dog.1,uc011doh.1"
C6orf35	uc003sih.3
C6orf41	uc003nit.3
C6orf47	uc003nvm.1
C6orf48	"uc003rjx.1,uc003rjy.1,uc003rjz.1"
C6orf52	"uc003mzf.3,uc011dij.1,uc011dik.1,uc011dil.1"
C6orf57	uc003pfq.1
C6orf58	uc003qbh.2
C6orf59	uc003qtu.3
C6orf62	uc003nel.2
C6orf64	"uc003ook.1,uc003oom.1,uc011dty.1"
C6orf70	"uc003qxg.1,uc003qxh.1,uc003qxi.1,uc010kky.1,uc011ehb.1"
C6orf72	"uc003qmq.1,uc010kie.1"
C6orf81	"uc003ola.2,uc003olb.1"
C6orf89	"uc003omv.2,uc003omw.2,uc003omx.2,uc003omy.2,uc011dtr.1"
C6orf94	"uc010khj.2,uc010khk.2,uc011edy.1"
C6orf97	uc003qol.2
C6	"uc003jmk.2,uc003jml.1"
C7orf10	"uc003thm.1,uc003thn.1,uc003tho.1,uc003thp.1"
C7orf11	uc003thl.3
C7orf13	"uc003wmm.2,uc003wmn.1"
C7orf16	"uc003tcl.2,uc011kaf.1"
C7orf23	uc003uio.2
C7orf25	"uc003thw.2,uc003thx.3,uc010kxq.2,uc010kxr.2"
C7orf26	"uc003sqo.1,uc003sqp.1,uc003sqq.1"
C7orf27	"uc003smh.3,uc003smi.2,uc003smj.1"
C7orf28A	uc003spf.2
C7orf28B	"uc003sqx.1,uc003sqy.1,uc011jxd.1"
C7orf29	uc003wgy.2
C7orf30	"uc003swd.1,uc003swe.2"
C7orf31	"uc003sxm.1,uc003sxn.1"
C7orf33	uc003wew.2
C7orf34	uc003wca.2
C7orf36	uc003thc.3
C7orf40	"uc003tmk.3,uc003tml.3"
C7orf41	"uc003tar.1,uc010kvr.1,uc011kab.1"
C7orf42	"uc003tvk.2,uc003tvl.2,uc010lah.2"
C7orf43	"uc003utr.2,uc003uts.2,uc010lgo.2,uc010lgp.2,uc011kjj.1"
C7orf44	"uc003tii.2,uc003tij.2,uc003tik.2,uc003til.2,uc003tim.1,uc003tin.1,uc003tio.1,uc003tip.1,uc003tiq.1,uc010kxu.1"
C7orf45	uc003vpp.2
C7orf46	"uc003swo.3,uc003swp.3,uc003swq.3,uc003swr.3,uc010kup.2"
C7orf47	"uc003uux.1,uc003uuy.1"
C7orf49	"uc003vsh.2,uc003vsj.2,uc003vsk.2,uc003vsl.2,uc003vsm.2,uc003vsn.2,uc003vso.2"
C7orf4	uc011kvw.1
C7orf50	"uc003sjs.2,uc003sju.2,uc011jvt.1,uc011jvu.1"
C7orf51	"uc003uvd.1,uc003uve.1"
C7orf52	"uc003uxy.1,uc003uxz.1,uc003uya.1,uc003uyb.1"
C7orf53	"uc003vgl.2,uc003vgm.2,uc011kmq.1"
C7orf54	uc003vmj.1
C7orf55	uc003vuw.3
C7orf57	"uc003toh.3,uc003toi.3"
C7orf58	"uc003vjq.3,uc003vjr.1,uc003vjs.3,uc003vjt.3,uc010lkk.1"
C7orf59	uc003utq.2
C7orf60	"uc003vgo.1,uc011kms.1"
C7orf61	uc003uuz.1
C7orf63	"uc003ukf.2,uc003ukg.2,uc010leo.2,uc010lep.2,uc011khj.1,uc011khk.1"
C7orf64	"uc003ulz.2,uc003uma.2,uc011khu.1"
C7orf65	uc010kyp.1
C7orf66	uc003vfo.2
C7orf68	"uc003vne.3,uc010lli.2,uc010llj.1"
C7orf69	"uc003tnz.3,uc003toa.1"
C7orf70	uc003spu.2
C7orf71	"uc003syb.2,uc011jzh.1"
C7orf72	uc011kcj.1
C7	"uc003jmh.2,uc011cpn.1"
C8A	uc001cyo.2
C8B	"uc001cyp.2,uc010oon.1,uc010ooo.1"
C8G	uc004cka.2
C8ORFK29	"uc003zby.3,uc010mfw.2,uc011llb.1"
C8orf12	"uc003wtu.2,uc003wtv.2"
C8orf22	uc003xqq.3
C8orf30A	"uc003zbf.2,uc003zbo.2,uc010mfs.2,uc010mfu.2"
C8orf31	"uc003yxp.1,uc003yxq.1,uc003yxr.1"
C8orf33	"uc003zfc.3,uc003zfd.2"
C8orf34	"uc003xyb.2,uc010lyx.1,uc010lyy.1,uc010lyz.2"
C8orf37	uc003yho.1
C8orf38	"uc003yhe.1,uc003yhf.2,uc003yhi.2,uc003yhj.2,uc003yhk.2,uc003yhl.2,uc011lgs.1"
C8orf39	uc011lgj.1
C8orf40	"uc003xpg.2,uc003xph.2,uc010lxo.2,uc011lcv.1"
C8orf41	"uc003xjk.3,uc003xjl.3,uc003xjm.3,uc003xjn.1,uc010lvu.1,uc010lvv.2"
C8orf42	"uc003wpd.2,uc011kwg.1"
C8orf44	"uc003xwo.1,uc003xwq.1"
C8orf45	"uc003xwv.2,uc003xwy.3,uc003xwz.3,uc011lev.1,uc011lew.1,uc011lex.1"
C8orf46	"uc003xwg.2,uc003xwh.2,uc003xwi.2,uc011let.1"
C8orf47	uc003yih.1
C8orf48	uc003wwp.2
C8orf4	uc003xnq.1
C8orf51	uc011lkg.1
C8orf55	"uc003yww.1,uc003ywx.1,uc011ljy.1"
C8orf56	uc011lhm.1
C8orf58	"uc003xce.2,uc003xcf.2,uc011kzl.1"
C8orf59	"uc003ydd.2,uc003yde.2,uc010mac.1,uc010mad.1,uc011lfu.1"
C8orf71	uc003xtg.2
C8orf73	"uc010mff.2,uc010mfg.1"
C8orf74	"uc003wtd.1,uc003wte.1"
C8orf75	uc003xhn.2
C8orf76	"uc003yqc.1,uc003yqd.2"
C8orf77	uc003zfb.3
C8orf79	"uc003wwj.3,uc010lsq.2,uc010lsr.2,uc011kxw.1"
C8orf80	uc003xgm.3
C8orf83	"uc003yfk.3,uc003yfl.3,uc003yfm.3,uc003yfn.3,uc003yfo.3,uc003yfq.3,uc003yfr.3,uc003yfs.2,uc010map.2"
C8orf84	uc003xzf.2
C8orf85	uc003yof.2
C8orf86	uc003xlx.1
C9orf100	"uc003zxl.2,uc003zxm.1,uc011loz.1"
C9orf102	"uc004avt.3,uc004avu.2,uc010mrx.1,uc010mry.1,uc010mrz.2,uc011lum.1"
C9orf103	"uc004amt.1,uc004amu.1,uc010mpv.1"
C9orf106	uc004bxs.2
C9orf109	uc004bgo.2
C9orf110	uc004bgn.3
C9orf114	"uc004bwd.2,uc004bwe.2,uc010mym.2"
C9orf116	"uc004cfs.1,uc004cft.1,uc004cfu.1"
C9orf117	"uc004brn.1,uc010mxl.1"
C9orf119	"uc004bup.2,uc010mxx.1"
C9orf11	"uc003zql.2,uc003zqm.2,uc011lnq.1"
C9orf122	uc004abh.3
C9orf123	"uc003zki.2,uc003zkj.2"
C9orf125	uc004bbm.2
C9orf128	"uc003zyj.2,uc010mlc.2,uc011lpg.1"
C9orf129	uc010mre.2
C9orf130	"uc004avp.3,uc004avr.2,uc004avs.2"
C9orf131	"uc003zvu.2,uc003zvv.2,uc003zvw.2,uc003zvx.2"
C9orf135	"uc004ahl.2,uc010mop.2,uc010moq.2,uc011lrw.1,uc011lrx.1"
C9orf139	uc004ckp.1
C9orf140	uc011men.1
C9orf142	uc004cki.2
C9orf144B	uc011lor.1
C9orf144	uc003zvp.3
C9orf150	uc003zkw.2
C9orf152	uc011lwk.1
C9orf153	"uc004aon.2,uc004aoo.2"
C9orf156	"uc004axv.1,uc004axw.1,uc004axx.1,uc010msq.1"
C9orf163	uc004chy.2
C9orf167	"uc004cmn.2,uc011mew.1"
C9orf169	uc004cmb.2
C9orf16	"uc004btp.1,uc004btq.1"
C9orf170	uc004apa.1
C9orf171	"uc004cbn.2,uc004cbo.2"
C9orf172	uc011meh.1
C9orf173	"uc004cmj.1,uc004cmk.1,uc004cml.1,uc010ncd.1,uc011meu.1,uc011mev.1"
C9orf21	uc004awm.2
C9orf23	"uc003zuu.2,uc003zuv.2"
C9orf24	"uc003zuf.1,uc003zug.1,uc003zuh.1,uc003zui.1"
C9orf25	"uc003zuj.2,uc003zuk.2,uc003zul.2,uc011lok.1,uc011lol.1"
C9orf27	uc004bjm.2
C9orf30	"uc004baw.2,uc004bax.2"
C9orf37	uc004cnz.2
C9orf3	"uc004aux.1,uc004auy.2,uc004auz.1,uc004ava.2,uc004avc.2,uc004avd.2,uc004ave.1,uc011lui.1,uc011luj.1,uc011luk.1"
C9orf40	uc004ajo.3
C9orf41	"uc004ajq.2,uc011lsi.1"
C9orf43	"uc004bho.3,uc004bhp.2"
C9orf44	"uc004arp.1,uc004arq.1"
C9orf45	uc004bnp.3
C9orf46	"uc003zjc.2,uc003zjd.2"
C9orf47	"uc004aqc.1,uc004aqd.2"
C9orf4	uc004bdw.1
C9orf50	"uc004byb.3,uc004byc.3"
C9orf53	uc011lnm.1
C9orf57	"uc004aip.2,uc011lsd.1"
C9orf5	"uc004bdr.3,uc004bds.3,uc004bdt.3"
C9orf64	"uc004anb.2,uc004anc.2"
C9orf66	uc003zge.3
C9orf68	"uc003zik.2,uc003zil.2,uc003zim.2,uc010mhj.2,uc011lly.1,uc011llz.1"
C9orf69	"uc004cgx.3,uc004cgy.2"
C9orf6	"uc004bdn.2,uc010mtr.2"
C9orf70	uc003zia.2
C9orf71	uc004agt.2
C9orf72	"uc003zqq.2,uc003zqr.1"
C9orf78	"uc004byo.2,uc004byp.2,uc004byq.1"
C9orf79	"uc004apo.1,uc004app.3"
C9orf7	"uc004cec.2,uc010nan.2,uc011mdg.1,uc011mdh.1,uc011mdi.1"
C9orf80	"uc004bgg.2,uc010muk.2"
C9orf82	"uc003zqb.2,uc003zqc.2"
C9orf84	"uc004bfq.2,uc004bfr.2,uc004bfs.1,uc010mug.2,uc011lwt.1"
C9orf85	"uc004ain.2,uc004aio.2,uc010mou.2,uc010mov.2"
C9orf86	"uc004cjh.2,uc004cji.1,uc004cjj.1,uc004cjk.1,uc004cjl.1,uc004cjm.2,uc004cjn.1,uc010nbr.1,uc010nbs.1"
C9orf89	"uc004atd.2,uc004ate.2,uc004atf.2"
C9orf91	"uc004bjd.3,uc004bje.3,uc004bjf.3"
C9orf93	"uc003zmc.2,uc003zmd.2,uc003zme.2,uc003zmf.1,uc010mih.1,uc011lmu.1"
C9orf95	"uc004ajr.3,uc004ajs.3,uc004ajt.3,uc004aju.2"
C9orf96	"uc004cdk.2,uc004cdl.2"
C9orf98	"uc004cbu.1,uc004cbv.1,uc004cbw.1,uc010mzx.1"
C9orf9	"uc004cbx.1,uc004cby.1,uc004cbz.1"
C9	uc003jlv.3
CA10	"uc002itu.3,uc002itv.3,uc002itw.3,uc002itx.3,uc002ity.3,uc002itz.2"
CA11	uc002pjz.1
CA12	"uc002amc.2,uc002amd.2,uc002ame.2"
CA13	"uc003ydf.1,uc003ydg.2"
CA14	"uc001etx.2,uc009wln.2"
CA1	"uc003ydh.2,uc003ydi.2,uc010mae.1"
CA2	uc003ydk.2
CA3	"uc003ydj.2,uc011lfv.1"
CA4	"uc002iym.3,uc010wou.1"
CA5A	uc002fkn.1
CA5BP	"uc004cxd.2,uc011mir.1"
CA5B	uc004cxe.2
CA6	"uc001apm.2,uc009vmn.2"
CA7	"uc002eqi.2,uc002eqj.2"
CA8	"uc003xtz.1,uc003xua.1,uc003xub.2"
CA9	"uc003zxn.1,uc003zxo.3,uc003zxp.3"
CAB39L	"uc001vcw.2,uc001vcx.2,uc010adf.2"
CAB39	"uc002vqx.2,uc002vqy.2,uc010fxq.2,uc010fxr.2"
CABC1	"uc001hqm.1,uc001hqn.1,uc001hqo.1,uc009xeq.1,uc009xer.1,uc010pvp.1,uc010pvq.1,uc010pvr.1"
CABIN1	"uc002zzi.1,uc002zzj.1,uc002zzk.1,uc002zzl.1,uc002zzm.1,uc010guk.1,uc010gul.1"
CABLES1	"uc002kub.2,uc002kuc.2,uc002kud.2"
CABLES2	uc002ycv.2
CABP1	"uc001tyu.2,uc001tyv.2,uc001tyw.2,uc001tyx.2"
CABP2	"uc001omc.1,uc001omd.1,uc001ome.1"
CABP4	"uc001oln.2,uc001olo.2"
CABP5	uc002phu.1
CABP7	uc003agl.2
CABYR	"uc002kux.2,uc002kuy.2,uc002kuz.2,uc002kva.2,uc002kvb.2,uc002kvc.2,uc010dlw.2,uc010xbb.1"
CACHD1	"uc001dbo.1,uc001dbp.1,uc001dbq.1,uc010opa.1"
CACNA1A	"uc002mwv.3,uc002mwx.3,uc002mwy.3,uc010dzc.2,uc010dze.2,uc010xnd.1,uc010xne.1"
CACNA1B	"uc004cog.2,uc004coi.2,uc004cok.1,uc010ncp.1,uc011mfd.1"
